Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,FUZZY_LOGIC,100,633.2213,0.1177,274.2019,0.051,5430,5376,0,2,0,52,0,830,830,1324,1322,3276,3224,8376.0,3052.0,8376.0,1821.7599999999013,0.0,0.0,116.8455037078339,0.1977,1.2451,0.8369,0.1696,15.8969,0.1559,0.0626,0.0626,0.0923,0.0923,15.742,0.1574,0,33.5043,99.2258,-1.0,[99.00810740740744- 99.80801407407408- 96.67332287022371- 96.69712515856193- 99.7431088888889- 99.86171407407404- 99.29647037037044- 98.5878840902868- 99.8664525925926- 98.68814443931473- 97.27099927582901- 99.8163962962963- 99.22045436310304- 99.77401333333337- 99.19711362354364- 99.69967111111117- 98.93471159178581- 99.25614907046351- 99.88458962962963- 99.92336- 99.65282666666668- 99.16352365360662- 99.76849703703705- 99.18424459188891- 99.19190577646593- 97.56692565041784- 97.53112385681831- 99.92326518518519- 99.43178074074079- 99.4221230986499- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051- 99.46223803875051],[]
