Orchestration Policy,Orchestration Critera,Edge Devices Count,Tasks Execution Delay (s),Average Execution Delay (s),Tasks Waiting Time (s),Average Wainting Time (s),Generated Tasks,Tasks Successfully Executed,Task Not Executed (No resources available* as a result: long waiting time so the simulation eneded without the execution), Tasks Failed(Delay),Tasks Failed(Device dead),Tasks Failed(Mobility),Tasks not generated because devices were dead,Total tasks Executed(Cloud),Tasks Successfully Executed(Cloud),Total Tasks Executed(Fog),Tasks Successfully Executed(Fog),Total Tasks Executed(Edge),Tasks Successfully Executed(Edge),Network Usage (s),Wan Usage (s),Lan Usage (s),Average Bandwidth per Task (Mbps),VM Migration attempts,Average VM CPU usage (%),Average VM CPU Usage(Cloud) (%),Average VM CPU Usage(Fog) (%),Average VM CPU Usage(Edge) (%),Energy Consumption (Wh),Average Energy Consumption (Wh/Data center),Cloud Energy Consumption (Wh),Average Cloud Energy Consumption (Wh/Data center),Fog Energy Consumption (Wh),Average Fog Energy Consumption (Wh/Data center),Edge Energy Consumption (Wh),Average Edge Energy Consumption (Wh/Device),Dead Devices Count,Average remaining power (Wh),Average remaining power (%), First Edge Device death Time (s),List of remaining power (%) (only devices with batteries/ 0= dead),List of devices death time(s)
ALL,ROUND_ROBIN,100,2107.3503,2.1074,12232.9795,12.233,1000,623,0,377,0,0,0,64,39,508,296,428,288,3689.477333333317,611.869333333333,3689.477333333317,14.232763890278969,0,5.5355,1.2721,35.0442,567.0487,6.2385,0.0572,0.1837,0.1837,3.2393,0.4049,2.8155,0.0282,0,17.4078,99.7471,-1.0,[99.15726984126984- 99.94650793650794- 99.49231746031745- 99.93536507936508- 99.85612698412697- 99.91050793650794- 99.76622222222223- 99.60336507936508- 99.58926984126984- 99.96203174603176- 99.20774603174604- 99.95184126984127- 99.43193650793651- 99.53993650793652- 99.87669841269842- 98.8846984126984- 99.86555555555556- 99.90993650793651- 99.55555555555556- 99.81631746031748- 99.79003174603174- 99.7526984126984- 99.87384126984128- 98.95955555555555- 99.91403174603175- 99.900126984127- 99.26584126984127- 99.96107936507936- 99.79974603174603- 99.62126984126984- 99.515- 99.94820000000001- 99.96935- 99.94085- 99.96065- 99.46054999999998- 99.96905000000001- 99.80465- 99.47585000000001- 99.79294999999999- 99.97070000000001- 99.87424999999999- 99.85865- 99.9563- 99.94085- 99.96185- 99.96905000000001- 99.94865000000001- 99.97025000000001- 99.97040000000001],[]
ALL,ROUND_ROBIN,200,4644.1104,2.3221,28410.3887,14.2052,2000,1015,0,985,0,0,0,68,40,522,266,1410,709,9194.756666666635,710.7706666666667,9194.756666666635,11.70528046189071,0,8.014,1.2672,34.9656,1638.6991,12.1159,0.058,0.1929,0.1929,3.9048,0.4881,8.0182,0.0401,0,17.3888,99.622,-1.0,[99.51628571428571- 99.67980952380951- 99.86876190476191- 98.85657142857141- 99.13066666666667- 98.98761904761903- 98.9782857142857- 99.70495238095238- 98.99819047619047- 99.74447619047619- 99.78819047619048- 99.16342857142858- 99.57904761904761- 99.69285714285714- 99.91828571428572- 99.73190476190476- 99.48476190476191- 99.46790476190476- 99.24828571428571- 99.46390476190476- 99.32504761904762- 99.25466666666668- 99.46552380952382- 98.9527619047619- 99.45961904761904- 99.01857142857143- 99.64723809523808- 99.33857142857143- 99.71523809523809- 99.14066666666665- 99.64047619047618- 99.78266666666667- 99.0495238095238- 99.29380952380953- 99.7142857142857- 99.36428571428571- 99.38980952380952- 98.8572380952381- 99.55780952380952- 99.72561904761903- 99.8627619047619- 99.49676190476191- 99.20095238095237- 98.7327619047619- 98.97714285714285- 99.6735238095238- 99.41733333333333- 99.79057142857143- 99.60504761904761- 99.26914285714285- 98.94571428571429- 99.77180952380952- 99.08457142857142- 99.83485714285715- 99.81219047619048- 99.72304761904762- 99.75180952380951- 99.2075238095238- 99.69019047619048- 99.5455238095238- 99.6754- 99.96969999999999- 99.87204999999999- 99.96790000000001- 99.9163- 99.9592- 99.96940000000001- 99.944575- 99.94239999999999- 99.6832- 99.96880000000002- 99.90955- 99.96940000000001- 99.9682- 99.60535- 99.96790000000001- 99.95304999999999- 99.9595- 99.96969999999999- 99.64599999999999- 99.9682- 99.96940000000001- 99.94239999999999- 99.9682- 99.96940000000001- 99.95665- 99.96790000000001- 99.964225- 99.9682- 99.96790000000001- 99.96940000000001- 99.67509999999999- 99.65439999999998- 99.96610000000001- 99.5491- 99.96430000000001- 99.96790000000001- 99.9685- 99.96955- 99.96130000000001],[]
