Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,FUZZY_LOGIC,100,3531.9067,0.6138,140.9167,0.0245,5840,5753,0,1,0,86,0,640,640,1589,1589,3611,3524,8082.0,2620.0,8082.0,2305.239999999936,0.0,0.0,107.68188697044741,1.102,1.9653,3.8957,1.041,45.4515,0.4456,0.0608,0.0608,0.1298,0.1298,45.2609,0.4526,0,32.9619,96.3266,-1.0,[89.60439629629552- 88.04280296296282- 92.81276370479343- 91.9307762962957- 98.84059555555561- 92.89579608963743- 90.56217053175857- 91.19992527741074- 91.57481840444756- 89.14290444444416- 91.23087524172897- 99.42611555555563- 92.4617024318028- 97.29449777777747- 98.90967111111117- 90.383989374351- 98.12567703703657- 93.17217407560356- 91.59307915630833- 99.70962074074073- 98.3604822222219- 93.63561156870354- 92.563444444444- 93.94727879373927- 99.65730518518524- 99.61972740740742- 93.92231770903913- 93.57998758383951- 99.90971851851852- 92.80569238896724- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503- 99.47064056939503],[]
