Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Fog),Tasks successfully executed (Fog),Total tasks executed (Edge),Tasks successfully executed (Edge),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Fog) (%),Average VM CPU usage (Edge) (%),Energy consumption (Wh),Average energy consumption (Wh/Data center),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Fog energy consumption (Wh),Average Fog energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
CLOUD_ONLY,TRADE_OFF,100,329.705,0.703,93.8,0.2,1100,428,672,59,0,613,0,487,428,0,0,0,0,2525.0,487.0,2525.0,1272.649999999982,0.0,0.0,165.31071107110702,0.0363,2.6488,0,0,1.5411,0.015,0.4385,0.4385,0.3435,0.1717,0.7592,0.0076,0,17.4423,99.9552,-1.0,[99.95667654320988- 99.95666878306878- 99.95666878306878- 99.93386948853616- 99.93386948853616- 99.93386948853616- 99.95666878306878- 99.95706455026455- 99.95589276895944- 99.95596331569665- 99.94162962962962- 99.95666878306878- 99.93386948853616- 99.95667654320988- 99.95589276895944- 99.95706455026455- 99.93386948853616- 99.95666878306878- 99.95589276895944- 99.95706455026455- 99.94162962962962- 99.95666878306878- 99.95589276895944- 99.95666878306878- 99.95666878306878- 99.93386948853616- 99.95706455026455- 99.95589276895944- 99.94162962962962- 99.95666878306878- 99.95070000000001- 99.96565444444444- 99.95181111111113- 99.96576555555556- 99.96607722222222- 99.95070000000001- 99.96576555555556- 99.96570999999999- 99.96616055555556- 99.96599388888889- 99.9659661111111- 99.96587666666667- 99.96554333333333- 99.95181111111113- 99.96570999999999- 99.95347777777776- 99.96565444444444- 99.96576555555556- 99.96565444444444- 99.96559888888889],[]
CLOUD_ONLY,TRADE_OFF,200,559.27,0.7497,156.805,0.2102,2200,618,1582,174,0,1408,0,792,618,0,0,0,0,4485.0,792.0,4485.0,2645.049999999909,0.0,0.0,111.54115063478326,0.034,4.8685,0,0,2.7572,0.0136,0.7183,0.7183,0.4968,0.2484,1.5421,0.0077,0,17.4422,99.9548,-1.0,[99.93386948853616- 99.95706455026455- 99.95706455026455- 99.95589276895944- 99.93386948853616- 99.95666878306878- 99.95666878306878- 99.94162962962962- 99.95666878306878- 99.93386948853616- 99.9562455026455- 99.95666878306878- 99.95666878306878- 99.93386948853616- 99.95666878306878- 99.95589276895944- 99.95589276895944- 99.95589276895944- 99.95706455026455- 99.95666878306878- 99.95603386243387- 99.94162962962962- 99.95666878306878- 99.95667654320988- 99.95666878306878- 99.95589276895944- 99.95667654320988- 99.95589276895944- 99.95666878306878- 99.95589276895944- 99.95706455026455- 99.95667654320988- 99.95666878306878- 99.95667654320988- 99.94162962962962- 99.93386948853616- 99.95706455026455- 99.95666878306878- 99.94162962962962- 99.94162962962962- 99.95589276895944- 99.95666878306878- 99.95666878306878- 99.95589276895944- 99.94162962962962- 99.95666878306878- 99.94162962962962- 99.94162962962962- 99.95666878306878- 99.93386948853616- 99.95666878306878- 99.95667654320988- 99.93386948853616- 99.93386948853616- 99.94162962962962- 99.94162962962962- 99.95667654320988- 99.95706455026455- 99.94162962962962- 99.95589276895944- 99.966105- 99.95236666666668- 99.95292222222221- 99.96576555555556- 99.96613277777777- 99.96565444444444- 99.95181111111113- 99.96604944444445- 99.95014444444445- 99.96565444444444- 99.96570999999999- 99.95292222222221- 99.95125555555555- 99.96559888888889- 99.96587666666667- 99.95125555555555- 99.96565444444444- 99.96607722222222- 99.96559888888889- 99.96565444444444- 99.95403333333334- 99.94958888888888- 99.96576555555556- 99.95070000000001- 99.95181111111113- 99.95125555555555- 99.96587666666667- 99.96616055555556- 99.96570999999999- 99.96582111111113- 99.96587666666667- 99.96576555555556- 99.95292222222221- 99.96607722222222- 99.95125555555555- 99.96554333333333- 99.96543222222222- 99.96570999999999- 99.96607722222222- 99.96559888888889],[]
