Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
MIST_ONLY,ROUND_ROBIN,300,206133.2674,1.9822,12248.5982,0.1178,126000,103990,0,292,17,21689,12,0,0,0,0,125988,103990,11931.944923053084,99.18769230769202,11931.944923053084,1747971.8500046297,99.18769230769202,8419.107692300131,1217.0237078132684,4.3242,0,0,4.353,517.4765,1.7135,0,0,101.1111,101.1111,416.3654,1.3879,234.8581,0,1625.8029,1626.5513,234.1096,0,2,27.0805,70.7953,3570.0,[43.54107020444363- 28.974039395555792- 41.29351795555454- 78.49363784888865- 62.22427043555471- 20.687912177775566- 75.81944887111031- 80.85081562666656- 78.58381073777737- 77.79878776888864- 66.28808264888846- 28.56016007110913- 9.555903697777106- 31.85730815999983- 29.095384160000435- 36.24308110222196- 60.49189973333226- 41.15898725333266- 82.27978074666666- 78.96715137777772- 78.75131230222215- 57.644373902221865- 47.36475706666608- 78.65393233777777- 75.20165535999953- 40.31676405333312- 80.78446716444445- 77.68024078222189- 66.08122607999952- 32.72631351110985- 0.0- 49.65423251555552- 72.92032510222163- 0.0- 46.490235822221926- 67.21259717333281- 34.87480049777673- 44.277500639999396- 32.577307537778374- 25.210750311109923- 11.811645386665608- 39.42862616888853- 67.35038737777678- 40.73543216000029- 78.0420654399998- 78.24116705777766- 81.84445205333317- 75.7726855288884- 40.00493283555537- 75.73288344888869- 78.62490535111105- 65.67478268444385- 47.17109285333272- 75.50474563555491- 75.24534410666612- 26.240522524443385- 50.79817518222202- 75.22264810666621- 36.72709855999963- 70.30033199999868- 40.112801777777904- 63.47131025777722- 42.78469525333227- 81.01850375111086- 80.45780186666661- 78.79851669333314- 40.1274269511109- 79.30443836444428- 75.58304296888832- 5.994229760001208- 40.749470719999785- 81.27313525333312- 66.94125658666619- 48.063361155555576- 78.77645173333325- 80.89365148444408- 80.42822719999975- 80.74825201777777- 80.17138417777737- 65.25398977777718- 31.936312284442785- 41.70396897777698- 42.65928252444426- 66.89278023111063- 10.945886257773585- 43.96890636444368- 77.26312307555503- 64.51473752888846- 17.649038951109247- 81.351448142222- 95.50734066357532- 94.73992727200836- 95.55177713127725- 95.08676685682453- 92.97199487095152- 94.10870754268667- 93.25272127610629- 94.05590263111549- 93.83623434253573- 94.25985706118124- 94.88060614184556- 95.4399797906108- 95.08142132463426- 93.65875121895112- 94.70451812232653- 94.60931290988181- 67.82474107444388- 95.20659470164284- 90.22848188755887- 67.94074396940763- 92.12960840378875- 91.40442616287426- 93.80143934199654- 94.77814219328519- 67.88762872892457- 94.80557831643843- 94.73171562906649- 94.77114069808411- 94.42363105503436- 90.44544607282792- 94.37223850731522- 67.28296583665653- 94.90869726661641- 92.95660927243972- 95.92971220083403- 94.47997388529427- 93.85695705093646- 94.68337879848313- 94.90774591807764- 94.428777146914- 93.84059420557897- 67.10959208436498- 93.16996787645137- 96.2254907627881- 93.53193419371658- 95.70259543387618- 90.124898914411- 95.45740058700895- 95.81107374456316- 94.05066523760742- 94.6312683789856- 67.86986163682924- 95.53015724397001- 96.18048977281723- 66.88824774758072- 93.87564951939326- 95.52210095204724- 93.82781998526193- 94.33873591106806- 82.57901162928196],[3574.0- 3570.0]
