Orchestration Policy,Orchestration Critera,Edge Devices Count,Tasks Execution Delay (s),Average Execution Delay (s),Tasks Waiting Time (s),Average Wainting Time (s),Generated Tasks,Tasks Successfully Executed,Task Not Executed (No resources available* as a result: long waiting time so the simulation eneded without the execution), Tasks Failed(Delay),Tasks Failed(Device dead),Tasks Failed(Mobility),Tasks not generated because devices were dead,Total tasks Executed(Cloud),Tasks Successfully Executed(Cloud),Total Tasks Executed(Fog),Tasks Successfully Executed(Fog),Total Tasks Executed(Edge),Tasks Successfully Executed(Edge),Network Usage (s),Wan Usage (s),Lan Usage (s),Average Bandwidth per Task (Mbps),VM Migration attempts,Average VM CPU usage (%),Average VM CPU Usage(Cloud) (%),Average VM CPU Usage(Fog) (%),Average VM CPU Usage(Edge) (%),Energy Consumption (Wh),Average Energy Consumption (Wh/Data center),Cloud Energy Consumption (Wh),Average Cloud Energy Consumption (Wh/Data center),Fog Energy Consumption (Wh),Average Fog Energy Consumption (Wh/Data center),Edge Energy Consumption (Wh),Average Edge Energy Consumption (Wh/Device),Dead Devices Count,Average remaining power (Wh),Average remaining power (%), First Edge Device death Time (s),List of remaining power (%) (only devices with batteries/ 0= dead),List of devices death time(s)
EDGE_ONLY,ROUND_ROBIN,100,4060.2651,4.2294,3462.697,3.607,1000,892,40,68,0,0,0,0,0,0,0,960,892,16.299999999999663,0.0,16.299999999999663,78.35582822086052,0,12.2034,0,0,13.3017,6.1674,0.0566,0.0823,0.0823,0.7125,0.0891,5.3725,0.0537,0,17.3652,99.5022,-1.0,[99.5584761904762- 99.75257142857141- 98.91333333333333- 99.79009523809523- 99.62057142857142- 98.47371428571427- 99.75866666666667- 99.93161904761905- 99.4544761904762- 98.64761904761903- 99.70657142857144- 99.44257142857143- 99.12514285714286- 99.5735238095238- 99.86685714285714- 99.65695238095238- 99.68123809523809- 99.10504761904762- 98.89142857142856- 98.97790476190477- 99.57857142857142- 99.36571428571429- 98.70304761904762- 99.4647619047619- 99.77361904761905- 99.70133333333332- 99.05257142857143- 99.86685714285714- 99.40190476190477- 99.81238095238096- 99.67015- 99.81715- 99.63205- 99.4162- 99.7828- 99.50125- 99.811- 99.46675000000002- 98.86224999999999- 99.48925- 99.8551- 99.922225- 99.78144999999999- 99.75722499999999- 99.2929- 99.63985- 99.84145- 99.77380000000001- 99.36025000000001- 99.7861],[]
