Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Fog),Tasks successfully executed (Fog),Total tasks executed (Edge),Tasks successfully executed (Edge),Network usage (s),Wan usage (s),Lan usage (s), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Fog) (%),Average VM CPU usage (Edge) (%),Energy consumption (Wh),Average energy consumption (Wh/Data center),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Fog energy consumption (Wh),Average Fog energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
CLOUD_ONLY,TRADE_OFF,100,374.0635,0.6234,745.0591,1.2418,600,600,0,0,0,0,0,600,600,0,0,0,0,61.4146666666668,51.794666666666664,61.4146666666668,0.0,0.0,141.63260499712712,0.1711,12.4913,0,0,0.3851,0.0037,0.0671,0.0671,0.054,0.027,0.264,0.0026,0,17.4473,99.9844,-1.0,[99.98730147724866- 99.98730147724866- 99.98730147724866- 99.98730147724866- 99.98730147724866- 99.97163801058201- 99.98793645291005- 99.98730147724866- 99.97163801058201- 99.98730147724866- 99.98730147724866- 99.97163801058201- 99.98730147724866- 99.98730147724866- 99.98793645291005- 99.98730147724866- 99.98793645291005- 99.98730147724866- 99.98730147724866- 99.98730147724866- 99.98793645291005- 99.98730147724866- 99.98730147724866- 99.98730147724866- 99.97163801058201- 99.97163801058201- 99.97163801058201- 99.98793645291005- 99.98730147724866- 99.98793645291005- 99.97766493333333- 99.97766493333333- 99.98999991333332- 99.97766493333333- 99.99049995666667- 99.97766493333333- 99.99049995666667- 99.97766493333333- 99.97766493333333- 99.98999991333332- 99.98999991333332- 99.98999991333332- 99.97766493333333- 99.98999991333332- 99.99049995666667- 99.99049995666667- 99.97766493333333- 99.98999991333332- 99.98999991333332- 99.97766493333333],[]
CLOUD_ONLY,TRADE_OFF,200,706.1033,0.5884,1781.9039,1.4849,1200,1200,0,0,0,0,0,1200,1200,0,0,0,0,222.76337329489914,189.16870662823098,222.76337329489914,0.0,0.0,91.03477266611881,0.1991,28.4681,0,0,0.7511,0.0037,0.1636,0.1636,0.057,0.0285,0.5306,0.0027,0,17.4473,99.9845,-1.0,[99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.97100308994708- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.97100308994708- 99.97100308994708- 99.97100308994708- 99.98999995666667- 99.97716493333334- 99.98949991333333- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.97716493333334- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.97716493333334- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.97716493333334- 99.97716493333334- 99.97716493333334- 99.98999995666667- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.98949991333333],[]
CLOUD_ONLY,TRADE_OFF,300,1021.9216,0.5677,3916.1965,2.1757,1800,1795,0,5,0,0,0,1800,1795,0,0,0,0,462.860004684443,387.6613380177784,462.860004684443,0.0,0.0,67.81845125077689,0.2571,54.7666,0,0,1.4042,0.0046,0.5617,0.5617,0.057,0.0285,0.7855,0.0026,0,17.4473,99.9845,-1.0,[99.97100308994708- 99.97100308994708- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98730153227514- 99.97100308994708- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.97716493333334- 99.98949991333333- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.97716493333334- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.98999995666667- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.97716493333334- 99.97716493333334- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.97716493333334- 99.98949991333333- 99.97716493333334- 99.98999995666667- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.97716493333334],[]
CLOUD_ONLY,TRADE_OFF,400,1316.9733,0.5487,14053.2451,5.8555,2400,2003,0,397,0,0,0,2400,2003,0,0,0,0,865.1851580246777,729.1864913580155,865.1851580246777,0.0,0.0,56.449335241395644,0.301,85.1968,0,0,3.3486,0.0083,2.1773,2.1773,0.06,0.03,1.1113,0.0028,0,17.4471,99.9831,-1.0,[99.98666661164022- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98666661164022- 99.98666661164022- 99.98603163597885- 99.97036816931215- 99.98666661164022- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98666661164022- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98666661164022- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98666661164022- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.98603163597885- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.98666661164022- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.98666661164022- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.98666661164022- 99.97036816931215- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98666661164022- 99.98666661164022- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.97036816931215- 99.98603163597885- 99.97036816931215- 99.98666661164022- 99.98603163597885- 99.98603163597885- 99.97036816931215- 99.98603163597885- 99.98603163597885- 99.98666661164022- 99.98603163597885- 99.98666661164022- 99.97666493333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.98899991333334- 99.97666493333334- 99.97666493333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.97666493333334- 99.98949995666666- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.98949995666666- 99.97666493333334- 99.97666493333334- 99.98899991333334- 99.98949995666666- 99.98899991333334- 99.97666493333334- 99.98949995666666- 99.98949995666666- 99.97666493333334- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.98899991333334- 99.98899991333334- 99.97666493333334- 99.98899991333334- 99.98949995666666- 99.97666493333334- 99.98949995666666- 99.98899991333334- 99.98899991333334- 99.97666493333334- 99.97666493333334- 99.98949995666666- 99.98899991333334- 99.97666493333334- 99.98899991333334- 99.98949995666666- 99.98899991333334- 99.98949995666666- 99.98949995666666- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.98949995666666- 99.97666493333334- 99.98949995666666- 99.98949995666666- 99.98949995666666- 99.98949995666666- 99.98949995666666- 99.98949995666666- 99.97666493333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.97666493333334- 99.97666493333334- 99.98899991333334- 99.98899991333334- 99.98899991333334- 99.98949995666666- 99.98949995666666- 99.98949995666666- 99.97666493333334- 99.98949995666666- 99.98949995666666],[]
CLOUD_ONLY,TRADE_OFF,500,1308.1366,0.436,69812.7188,23.2709,3000,1575,0,1425,0,0,0,3000,1575,0,0,0,0,1212.372006237232,1027.4546729039082,1212.372006237232,0.0,0.0,53.67259657277623,0.2573,90.8381,0,0,5.1495,0.0102,3.4854,3.4854,0.072,0.036,1.5921,0.0032,0,17.4469,99.9818,-1.0,[99.98412692910054- 99.96782848677249- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.96782848677249- 99.98412692910054- 99.98412692910054- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.96782848677249- 99.96782848677249- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.96782848677249- 99.98412692910054- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.96782848677249- 99.96782848677249- 99.96782848677249- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98412692910054- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.96782848677249- 99.98412692910054- 99.98349195343914- 99.98412692910054- 99.98412692910054- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.96782848677249- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98412692910054- 99.98412692910054- 99.96782848677249- 99.98349195343914- 99.98349195343914- 99.98412692910054- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.98349195343914- 99.96782848677249- 99.96782848677249- 99.98412692910054- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.96782848677249- 99.98349195343914- 99.98749995666667- 99.97466493333333- 99.97466493333333- 99.98699991333334- 99.98749995666667- 99.97466493333333- 99.98699991333334- 99.98749995666667- 99.97466493333333- 99.97466493333333- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.97466493333333- 99.97466493333333- 99.98699991333334- 99.97466493333333- 99.98749995666667- 99.98749995666667- 99.97466493333333- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.97466493333333- 99.98749995666667- 99.98749995666667- 99.97466493333333- 99.98749995666667- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98749995666667- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98699991333334- 99.98749995666667- 99.97466493333333- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.97466493333333- 99.98749995666667- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.97466493333333- 99.98749995666667- 99.97466493333333- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.97466493333333- 99.97466493333333- 99.98749995666667- 99.98699991333334- 99.97466493333333- 99.98699991333334- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98699991333334- 99.97466493333333- 99.98749995666667- 99.97466493333333- 99.97466493333333- 99.97466493333333- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98749995666667- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334- 99.98699991333334],[]
FOG_AND_CLOUD,TRADE_OFF,100,602.6427,1.0044,1113.6814,1.8561,600,600,0,0,0,0,0,304,304,296,296,0,0,295.9766251526252,275.16062515262524,295.9766251526252,95.17808916423246,88.48422574504858,199.5552487479272,0.3675,5.1282,10.8481,0,0.9744,0.0095,0.3272,0.3272,0.0832,0.0416,0.564,0.0056,0,17.4448,99.9701,-1.0,[99.98666655661377- 99.95830467724868- 99.95830467724868- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.95830467724868- 99.97396814391533- 99.95830467724868- 99.97460311957671- 99.97460311957671- 99.95830467724868- 99.95830467724868- 99.95830467724868- 99.96253748148148- 99.97460311957671- 99.88084645079365- 99.98666655661377- 99.97396814391533- 99.97396814391533- 99.98666655661377- 99.95830467724868- 99.95830467724868- 99.98666655661377- 99.97100308994708- 99.98730153227514- 99.95830467724868- 99.97460311957671- 99.97460311957671- 99.98730153227514- 99.98616658- 99.90616658- 99.97716493333334- 99.98999995666667- 99.96716493333332- 99.98949991333333- 99.98333328999999- 99.98616658- 99.97049826666667- 99.98949991333333- 99.98949991333333- 99.90616658- 99.98949991333333- 99.97949991333334- 99.98949991333333- 99.98616658- 99.98949991333333- 99.96172213555556- 99.98616658- 99.90616658],[]
FOG_AND_CLOUD,TRADE_OFF,200,898.885,0.7491,2448.1172,2.0401,1200,1183,0,15,0,2,0,688,688,512,495,0,0,849.936520730548,812.2298540638918,849.936520730548,93.69767891721615,89.54086595507388,148.09355413295847,0.286,10.1249,15.3846,0,1.6008,0.0079,0.5272,0.5272,0.0886,0.0443,0.9851,0.0049,0,17.4452,99.9723,-1.0,[99.98730153227514- 99.97396814391533- 99.98666655661377- 99.88084645079365- 99.97396814391533- 99.97396814391533- 99.98666655661377- 99.97460311957671- 99.88084645079365- 99.97460311957671- 99.98666655661377- 99.95830467724868- 99.98730153227514- 99.98666655661377- 99.97396814391533- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.95830467724868- 99.97100308994708- 99.95830467724868- 99.97100308994708- 99.95830467724868- 99.98666655661377- 99.88084645079365- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.97396814391533- 99.98730153227514- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.97460311957671- 99.98666655661377- 99.98666655661377- 99.97396814391533- 99.95830467724868- 99.98730153227514- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.95830467724868- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.88084645079365- 99.97460311957671- 99.97100308994708- 99.98666655661377- 99.88084645079365- 99.98666655661377- 99.97460311957671- 99.97396814391533- 99.97383160000001- 99.93394435777779- 99.96172213555556- 99.97383160000001- 99.98333328999999- 99.98333328999999- 99.98333328999999- 99.96716493333332- 99.98949991333333- 99.97949991333334- 99.97049826666667- 99.96172213555556- 99.98333328999999- 99.93394435777779- 99.97716493333334- 99.98999995666667- 99.96172213555556- 99.98949991333333- 99.97949991333334- 99.98999995666667- 99.98333328999999- 99.98333328999999- 99.97049826666667- 99.98949991333333- 99.98283324666666- 99.96716493333332- 99.90616658- 99.98949991333333- 99.93394435777779- 99.98949991333333- 99.98333328999999- 99.98949991333333- 99.90616658- 99.98666662333332- 99.98333328999999- 99.98949991333333- 99.98999995666667- 99.98999995666667- 99.98949991333333- 99.98949991333333],[]
FOG_AND_CLOUD,TRADE_OFF,300,1388.924,0.7716,4720.1147,2.6223,1800,1653,0,141,0,6,0,1022,1022,778,631,0,0,2195.333992717011,2104.0913260503426,2195.333992717011,93.0237367646651,89.15747594336676,116.18062843218843,0.3587,24.3918,26.0026,0,2.4455,0.0081,0.8146,0.8146,0.1089,0.0545,1.5219,0.0051,0,17.4451,99.9715,-1.0,[99.98730153227514- 99.98666655661377- 99.98666655661377- 99.88084645079365- 99.88084645079365- 99.88084645079365- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.97396814391533- 99.98666655661377- 99.97100308994708- 99.95830467724868- 99.88084645079365- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97460311957671- 99.98666655661377- 99.97100308994708- 99.95830467724868- 99.97100308994708- 99.98666655661377- 99.97460311957671- 99.97460311957671- 99.95830467724868- 99.95830467724868- 99.88084645079365- 99.98730153227514- 99.88084645079365- 99.97396814391533- 99.88084645079365- 99.97396814391533- 99.97396814391533- 99.95830467724868- 99.98666655661377- 99.97396814391533- 99.97396814391533- 99.97460311957671- 99.88084645079365- 99.98666655661377- 99.97100308994708- 99.97883592380953- 99.98666655661377- 99.97396814391533- 99.97396814391533- 99.97460311957671- 99.95830467724868- 99.97460311957671- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97396814391533- 99.97100308994708- 99.95830467724868- 99.97460311957671- 99.97100308994708- 99.97460311957671- 99.98730153227514- 99.97100308994708- 99.97460311957671- 99.98730153227514- 99.98666655661377- 99.95830467724868- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.97100308994708- 99.95830467724868- 99.97100308994708- 99.97100308994708- 99.97460311957671- 99.97396814391533- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.97396814391533- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.97460311957671- 99.98730153227514- 99.95830467724868- 99.98730153227514- 99.97460311957671- 99.98666662333332- 99.98283324666666- 99.97716493333334- 99.98999995666667- 99.98283324666666- 99.98999995666667- 99.98949991333333- 99.93394435777779- 99.98949991333333- 99.97949991333334- 99.98333328999999- 99.93394435777779- 99.98949991333333- 99.98949991333333- 99.97716493333334- 99.98949991333333- 99.96716493333332- 99.97949991333334- 99.98949991333333- 99.97999995666667- 99.98949991333333- 99.98283324666666- 99.98999995666667- 99.98949991333333- 99.96716493333332- 99.98283324666666- 99.98283324666666- 99.97949991333334- 99.93394435777779- 99.98949991333333- 99.98949991333333- 99.98949991333333- 99.93394435777779- 99.97716493333334- 99.97949991333334- 99.97949991333334- 99.98999995666667- 99.96716493333332- 99.98666662333332- 99.98949991333333- 99.97716493333334- 99.97949991333334- 99.97383160000001- 99.98666662333332- 99.90616658- 99.97716493333334- 99.98999995666667- 99.97383160000001- 99.97949991333334- 99.97716493333334- 99.98616658- 99.98949991333333- 99.96716493333332- 99.98616658- 99.96716493333332- 99.98616658- 99.97383160000001- 99.98949991333333- 99.93394435777779- 99.90616658],[]
FOG_AND_CLOUD,TRADE_OFF,400,1759.3433,0.7331,7424.1714,3.0934,2400,2186,0,212,0,2,0,1364,1364,1036,822,0,0,3642.569356621773,3495.4960232884596,3642.569356621773,93.4685097800205,89.69460077536283,99.22732161603678,0.3617,36.9494,32.7087,0,3.0969,0.0077,1.0132,1.0132,0.1552,0.0776,1.9285,0.0048,0,17.4452,99.972,-1.0,[99.97396814391533- 99.97460311957671- 99.88084645079365- 99.98666655661377- 99.88084645079365- 99.97460311957671- 99.98666655661377- 99.98666655661377- 99.95830467724868- 99.97460311957671- 99.88084645079365- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.98730153227514- 99.88084645079365- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98666655661377- 99.97460311957671- 99.97100308994708- 99.88084645079365- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.88084645079365- 99.98666655661377- 99.97100308994708- 99.88084645079365- 99.98730153227514- 99.97100308994708- 99.97100308994708- 99.97460311957671- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.98666655661377- 99.98666655661377- 99.88084645079365- 99.97100308994708- 99.97460311957671- 99.97460311957671- 99.95830467724868- 99.95830467724868- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.95830467724868- 99.98730153227514- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97100308994708- 99.98730153227514- 99.98666655661377- 99.97396814391533- 99.97100308994708- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.97100308994708- 99.97460311957671- 99.98666655661377- 99.97100308994708- 99.88084645079365- 99.95830467724868- 99.98730153227514- 99.98666655661377- 99.98730153227514- 99.95830467724868- 99.97460311957671- 99.97396814391533- 99.88084645079365- 99.95830467724868- 99.97396814391533- 99.98666655661377- 99.98666655661377- 99.98730153227514- 99.97460311957671- 99.95830467724868- 99.98666655661377- 99.98730153227514- 99.98666655661377- 99.88084645079365- 99.98666655661377- 99.98730153227514- 99.97396814391533- 99.98666655661377- 99.98730153227514- 99.98730153227514- 99.97460311957671- 99.97396814391533- 99.91611981940035- 99.98730153227514- 99.97396814391533- 99.97100308994708- 99.97100308994708- 99.95830467724868- 99.98666655661377- 99.88084645079365- 99.98666655661377- 99.90616658- 99.97999995666667- 99.98949991333333- 99.98999995666667- 99.98949991333333- 99.98333328999999- 99.98999995666667- 99.96172213555556- 99.97949991333334- 99.97049826666667- 99.97949991333334- 99.93394435777779- 99.98949991333333- 99.97999995666667- 99.98949991333333- 99.98949991333333- 99.98999995666667- 99.97716493333334- 99.97383160000001- 99.98616658- 99.98616658- 99.97999995666667- 99.97716493333334- 99.98283324666666- 99.97949991333334- 99.98949991333333- 99.96716493333332- 99.98999995666667- 99.98999995666667- 99.96172213555556- 99.96716493333332- 99.97049826666667- 99.98616658- 99.90616658- 99.98949991333333- 99.98616658- 99.96716493333332- 99.97716493333334- 99.98949991333333- 99.98999995666667- 99.98616658- 99.98333328999999- 99.97049826666667- 99.97383160000001- 99.97049826666667- 99.97949991333334- 99.97949991333334- 99.98616658- 99.96716493333332- 99.98949991333333- 99.98949991333333- 99.98666662333332- 99.97716493333334- 99.98666662333332- 99.97383160000001- 99.97383160000001- 99.97999995666667- 99.97383160000001- 99.98999995666667- 99.98616658- 99.97949991333334- 99.97049826666667- 99.93394435777779- 99.98949991333333- 99.97049826666667- 99.97383160000001- 99.97716493333334- 99.98949991333333- 99.98949991333333- 99.97383160000001- 99.98333328999999- 99.98616658- 99.96716493333332- 99.97949991333334- 99.98283324666666- 99.98949991333333- 99.98666662333332- 99.97716493333334- 99.90616658- 99.98949991333333],[]
