Orchestration Policy,Orchestration Critera,Edge Devices Count,Tasks Execution Delay (s),Average Execution Delay (s),Tasks Waiting Time (s),Average Wainting Time (s),Generated Tasks,Tasks Successfully Executed,Task Not Executed (No resources available* as a result: long waiting time so the simulation eneded without the execution), Tasks Failed(Delay),Tasks Failed(Device dead),Tasks Failed(Mobility),Tasks not generated because devices were dead,Total tasks Executed(Cloud),Tasks Successfully Executed(Cloud),Total Tasks Executed(Fog),Tasks Successfully Executed(Fog),Total Tasks Executed(Edge),Tasks Successfully Executed(Edge),Network Usage (s),Wan Usage (s),Lan Usage (s),Average Bandwidth per Task (Mbps),VM Migration attempts,Average VM CPU usage (%),Average VM CPU Usage(Cloud) (%),Average VM CPU Usage(Fog) (%),Average VM CPU Usage(Edge) (%),Energy Consumption (Wh),Average Energy Consumption (Wh/Data center),Cloud Energy Consumption (Wh),Average Cloud Energy Consumption (Wh/Data center),Fog Energy Consumption (Wh),Average Fog Energy Consumption (Wh/Data center),Edge Energy Consumption (Wh),Average Edge Energy Consumption (Wh/Device),Dead Devices Count,Average remaining power (Wh),Average remaining power (%), First Edge Device death Time (s),List of remaining power (%) (only devices with batteries/ 0= dead),List of devices death time(s)
EDGE_ONLY,ROUND_ROBIN,200,8217.5957,4.1294,5283.8589,2.6552,2000,1868,10,122,0,0,0,0,0,0,0,1990,1868,67.24200000000015,0.0,67.24200000000015,52.021058267154345,0,12.5955,0,0,13.1623,11.4319,0.0547,0.0823,0.0823,0.7847,0.0981,10.5648,0.0528,0,17.3645,99.5006,-1.0,[99.08952380952381- 99.39333333333335- 99.56076190476192- 99.73028571428571- 99.40857142857142- 99.29942857142858- 99.31152380952383- 99.59114285714284- 99.81590476190476- 99.83180952380953- 99.15914285714287- 99.3352380952381- 99.16742857142857- 99.38114285714286- 99.25104761904763- 99.4049523809524- 99.2075238095238- 99.76104761904762- 99.42990476190477- 98.87314285714285- 99.29590476190477- 99.55799999999999- 99.67171428571429- 99.70980952380953- 99.49095238095238- 99.78209523809524- 99.07409523809524- 99.664- 99.50371428571428- 99.00857142857144- 99.89028571428571- 99.10828571428571- 98.88638095238095- 99.41171428571428- 99.54190476190475- 99.23476190476192- 99.74047619047619- 99.13447619047619- 99.6607619047619- 99.58933333333333- 99.75371428571428- 99.46552380952382- 99.23828571428572- 99.56714285714285- 99.59714285714286- 99.15066666666667- 99.79638095238094- 99.64361904761904- 99.60371428571428- 99.13447619047619- 99.28914285714286- 99.36828571428572- 99.77485714285714- 99.41600000000001- 99.48533333333333- 99.61714285714284- 99.3961904761905- 99.1647619047619- 99.52390476190477- 99.32438095238095- 99.555175- 99.40345- 99.54370000000002- 99.75730000000001- 99.58997500000001- 99.49690000000001- 99.550675- 99.588925- 99.78167499999999- 99.58779999999999- 99.768925- 99.69534999999999- 99.17612499999998- 99.7084- 99.11695- 99.672325- 99.6118- 99.82165- 99.83394999999999- 99.64375- 99.68305- 99.53035- 99.7003- 99.89515000000002- 99.6232- 99.40480000000001- 99.5257- 99.720175- 99.48370000000001- 99.50395- 99.67510000000001- 99.70262499999998- 99.43412500000001- 99.378775- 99.46090000000001- 99.66234999999999- 99.430525- 99.60392499999999- 99.60279999999999- 99.86125],[]
EDGE_ONLY,ROUND_ROBIN,400,19524.4512,4.8811,15999.8574,4,4000,3605,0,395,0,0,0,0,0,0,0,4000,3605,300.4080000000087,0.0,300.4080000000087,30.437271976777367,0,14.8753,0,0,15.21,26.1298,0.0639,0.0873,0.0873,0.9921,0.124,25.0504,0.0626,0,17.3501,99.4205,-1.0,[99.52038095238095- 99.08247619047619- 99.21504761904762- 99.64285714285714- 99.43133333333333- 99.18228571428571- 99.46695238095239- 99.43847619047621- 99.40876190476192- 99.508- 98.89619047619047- 99.19600000000001- 99.46466666666667- 99.32828571428573- 99.47638095238095- 98.76638095238096- 99.0015238095238- 99.10714285714286- 99.57142857142857- 99.40209523809524- 99.68476190476191- 98.86771428571429- 99.70990476190477- 99.64266666666666- 99.35361904761905- 99.08723809523809- 99.41780952380952- 99.70838095238095- 99.24219047619049- 99.4552380952381- 99.26247619047619- 99.12323809523808- 99.18238095238097- 99.24657142857144- 99.08190476190477- 99.75190476190475- 99.36561904761906- 99.67685714285714- 99.61409523809523- 99.55904761904762- 99.53209523809524- 99.21914285714287- 99.27838095238096- 98.81857142857142- 99.66866666666667- 99.20085714285715- 99.19561904761905- 99.28628571428571- 99.47761904761904- 99.73619047619046- 99.46714285714286- 99.23752380952382- 99.39504761904763- 98.95085714285713- 99.18571428571428- 99.3264761904762- 99.53904761904762- 99.42390476190477- 99.20380952380953- 99.65971428571429- 99.30000000000001- 99.4812380952381- 99.62371428571427- 99.18304761904761- 99.64114285714285- 99.18076190476192- 99.86895238095238- 99.32904761904763- 99.49657142857143- 99.80361904761904- 99.40428571428572- 99.56857142857142- 99.12428571428572- 99.25333333333333- 99.1415238095238- 99.33228571428572- 99.60333333333332- 99.17304761904762- 99.40457142857143- 98.95733333333334- 99.50161904761904- 99.21504761904762- 99.72209523809524- 99.71- 99.24552380952382- 99.43685714285714- 99.73371428571429- 99.19228571428572- 99.52904761904762- 99.14057142857142- 99.50019047619047- 99.3824761904762- 99.32085714285715- 99.60266666666666- 99.59457142857143- 99.17914285714286- 99.32380952380953- 99.28628571428571- 99.73171428571429- 98.94266666666667- 99.37076190476192- 99.6567619047619- 98.96914285714286- 99.49133333333333- 99.73485714285715- 99.11038095238095- 99.2064761904762- 99.40019047619049- 99.74095238095236- 99.29485714285715- 99.24200000000002- 99.53428571428572- 99.74438095238095- 99.10342857142857- 99.27142857142857- 99.57580952380953- 99.60295238095237- 99.19561904761905- 99.23619047619049- 98.90904761904761- 99.65627500000001- 99.498175- 99.28630000000001- 99.44852500000002- 99.1639- 99.45835000000001- 99.85487499999999- 99.4858- 99.570475- 99.43765- 99.672325- 99.634225- 99.71995- 99.3403- 99.46285000000002- 99.477925- 99.6115- 99.37825000000001- 99.42227500000001- 99.48055000000001- 99.6106- 99.69550000000001- 99.50515000000001- 99.297325- 99.41965- 99.461875- 99.45790000000001- 99.630175- 99.53710000000001- 99.70599999999999- 99.77499999999999- 99.652675- 99.861025- 99.34270000000001- 99.5044- 99.07322500000001- 99.51385- 99.786175- 99.2341- 99.40382500000001- 99.39835000000001- 99.5641- 99.52652500000002- 99.283225- 99.12474999999998- 99.66077500000002- 99.3928- 99.35305- 99.501475- 99.52540000000002- 99.34262499999998- 99.450175- 99.60655- 99.36985- 99.64315000000002- 99.43135- 99.8662- 99.26005- 99.37870000000001- 99.445075- 99.47515000000001- 99.021925- 99.58382500000002- 99.551575- 99.71905- 99.438175- 99.5506- 99.73532499999999- 99.61645000000001- 99.33970000000001- 99.375325- 99.5041- 99.38964999999999- 99.5872- 99.70202499999999- 99.291325- 99.4714- 99.5707- 99.21459999999999- 99.818125],[]
