Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Fog),Tasks successfully executed (Fog),Total tasks executed (Edge),Tasks successfully executed (Edge),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Fog) (%),Average VM CPU usage (Edge) (%),Energy consumption (Wh),Average energy consumption (Wh/Data center),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Fog energy consumption (Wh),Average Fog energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,ROUND_ROBIN,100,9518.3375,2.457,7906.07,2.0408,4200,3872,328,280,0,48,0,624,624,1219,1214,2031,1708,6363.0,624.0,6363.0,2006.8499999998255,0.0,0.0,2.523149457802704,9.4435,0.8914,3.924,9.7234,13.7901,0.1339,0.4024,0.4024,2.063,1.0315,11.3247,0.1132,0,17.2532,98.8163,-1.0,[99.3274539120435- 99.72519929453263- 97.8613686067019- 99.80871957671958- 95.75361791125907- 99.30702574955909- 98.3537849876543- 97.40746056216409- 98.77113791887123- 98.389749319224- 95.65116049382715- 99.60155202821868- 99.218124125456- 99.90648228571429- 97.08054254453597- 99.71309770723104- 99.70466771075836- 97.57897453262781- 97.71413027160492- 98.81190747909375- 98.62120719576717- 99.68967215520281- 95.58914825798827- 98.05723738977068- 96.85286120260427- 98.80841313580245- 99.91151944973545- 99.77789813051147- 99.67135211992944- 96.37090229276892- 99.6967193091518- 99.69880105215333- 99.28111991217241- 99.46028770042366- 99.41277323118018- 99.38552414132172- 99.74666942372654- 99.47544494628467- 99.78143382020585- 99.26135899245516- 98.82852874675406- 99.0391247465253- 99.12595085639889- 99.72348039031826- 98.91300951702466- 99.78578172795125- 98.41218672303576- 99.82765667425232- 99.57776859935305- 99.34608132863113],[]
